"","V1","V2","V3"
"1916.2222",1916.2222,0.01215,-0.2187
"1916.25",1916.25,0.01215,-0.2187
"1916.2778",1916.2778,0.01215,-0.2187
"1916.3056",1916.3056,0.01215,-0.2187
"1916.3333",1916.3333,0.01215,-0.2187
"1916.3611",1916.3611,0.01215,-0.2187
"1916.3889",1916.3889,0.01215,-0.2187
"1916.4167",1916.4167,0.01165,-0.2097
"1916.4444",1916.4444,0.011175,-0.20115
"1916.4722",1916.4722,0.010725,-0.19305
"1916.5",1916.5,0.0103,-0.1854
"1916.5278",1916.5278,0.009875,-0.17775
"1916.5556",1916.5556,0.009475,-0.17055
"1916.5833",1916.5833,0.009075,-0.16335
"1916.6111",1916.6111,0.0087,-0.1566
"1916.6389",1916.6389,0.00835,-0.1503
"1916.6667",1916.6667,0.008025,-0.14445
"1916.6944",1916.6944,0.007675,-0.13815
"1916.7222",1916.7222,0.007375,-0.13275
"1916.75",1916.75,0.007075,-0.12735
"1916.7778",1916.7778,0.006775,-0.12195
"1916.8056",1916.8056,0.0065,-0.117
"1916.8333",1916.8333,0.00625,-0.1125
"1916.8611",1916.8611,0.005975,-0.10755
"1916.8889",1916.8889,0.00575,-0.1035
"1916.9167",1916.9167,0.0055,-0.099
"1916.9444",1916.9444,0.005275,-0.09495
"1916.9722",1916.9722,0.005075,-0.09135
"1917",1917,0.00485,-0.0873
"1917.0278",1917.0278,0.00465,-0.0837
"1917.0556",1917.0556,0.004475,-0.08055
"1917.0833",1917.0833,0.0043,-0.0774
"1917.1111",1917.1111,0.004125,-0.07425
"1917.1389",1917.1389,0.00395,-0.0711
"1917.1667",1917.1667,0.003775,-0.06795
"1917.1944",1917.1944,0.003625,-0.06525
"1917.2222",1917.2222,0.003475,-0.06255
"1917.25",1917.25,0.00335,-0.0603
"1917.2778",1917.2778,0.0032,-0.0576
"1917.3056",1917.3056,0.003075,-0.05535
"1917.3333",1917.3333,0.00295,-0.0531
"1917.3611",1917.3611,0.002825,-0.05085
"1917.3889",1917.3889,0.0027,-0.0486
"1917.4167",1917.4167,0.0026,-0.0468
"1917.4444",1917.4444,0.0025,-0.045
"1917.4722",1917.4722,0.0024,-0.0432
"1917.5",1917.5,0.0023,-0.0414
"1917.5278",1917.5278,0.0022,-0.0396
"1917.5556",1917.5556,0.0021,-0.0378
"1917.5833",1917.5833,0.002025,-0.03645
"1917.6111",1917.6111,0.00195,-0.0351
"1917.6389",1917.6389,0.001875,-0.03375
"1917.6667",1917.6667,0.0018,-0.0324
"1917.6944",1917.6944,0.001725,-0.03105
"1917.7222",1917.7222,0.00165,-0.0297
"1917.75",1917.75,0.001575,-0.02835
"1917.7778",1917.7778,0.001525,-0.02745
"1917.8056",1917.8056,0.00145,-0.0261
"1917.8333",1917.8333,0.0014,-0.0252
"1917.8611",1917.8611,0.001325,-0.02385
"1917.8889",1917.8889,0.001275,-0.02295
"1917.9167",1917.9167,0.001225,-0.02205
"1917.9444",1917.9444,0.001175,-0.02115
"1917.9722",1917.9722,0.001125,-0.02025
"1918",1918,0.001075,-0.01935
"1918.0278",1918.0278,0.00105,-0.0189
"1918.0556",1918.0556,0.001,-0.018
"1918.0833",1918.0833,0.00095,-0.0171
"1918.1111",1918.1111,0.000925,-0.01665
"1918.1389",1918.1389,0.000875,-0.01575
"1918.1667",1918.1667,0.00085,-0.0153
"1918.1944",1918.1944,8e-04,-0.0144
"1918.2222",1918.2222,0.000775,-0.01395
"1918.25",1918.25,0.00075,-0.0135
"1918.2778",1918.2778,0.000725,-0.01305
"1918.3056",1918.3056,0.000675,-0.01215
"1918.3333",1918.3333,0.00065,-0.0117
"1918.3611",1918.3611,0.000625,-0.01125
"1918.3889",1918.3889,6e-04,-0.0108
"1918.4167",1918.4167,0.000575,-0.01035
"1918.4444",1918.4444,0.00055,-0.0099
"1918.4722",1918.4722,0.000525,-0.00945
"1918.5",1918.5,5e-04,-0.009
"1918.5278",1918.5278,5e-04,-0.009
"1918.5556",1918.5556,0.000475,-0.00855
"1918.5833",1918.5833,0.00045,-0.0081
"1918.6111",1918.6111,0.000425,-0.00765
"1918.6389",1918.6389,0.000425,-0.00765
"1918.6667",1918.6667,4e-04,-0.0072
"1918.6944",1918.6944,0.000375,-0.00675
"1918.7222",1918.7222,0.000375,-0.00675
"1918.75",1918.75,0.00035,-0.0063
"1918.7778",1918.7778,0.00035,-0.0063
"1918.8056",1918.8056,0.000325,-0.00585
"1918.8333",1918.8333,3e-04,-0.0054
"1918.8611",1918.8611,3e-04,-0.0054
"1918.8889",1918.8889,0.000275,-0.00495
"1918.9167",1918.9167,0.000275,-0.00495
"1918.9444",1918.9444,0.000275,-0.00495
"1918.9722",1918.9722,0.00025,-0.0045
"1919",1919,0.00025,-0.0045
"1919.0278",1919.0278,0.000225,-0.00405
"1919.0556",1919.0556,0.000225,-0.00405
"1919.0833",1919.0833,0.000225,-0.00405
"1919.1111",1919.1111,2e-04,-0.0036
"1919.1389",1919.1389,2e-04,-0.0036
"1919.1667",1919.1667,2e-04,-0.0036
"1919.1944",1919.1944,0.000175,-0.00315
"1919.2222",1919.2222,0.000175,-0.00315
"1919.25",1919.25,0.000175,-0.00315
"1919.2778",1919.2778,0.00015,-0.0027
"1919.3056",1919.3056,0.00015,-0.0027
"1919.3333",1919.3333,0.00015,-0.0027
"1919.3611",1919.3611,0.00015,-0.0027
"1919.3889",1919.3889,0.000125,-0.00225
"1919.4167",1919.4167,0,0
"1919.4444",1919.4444,0,0
"1919.4722",1919.4722,0,0
"1919.5",1919.5,0,0
"1919.5278",1919.5278,0,0
"1919.5556",1919.5556,0,0
"1919.5833",1919.5833,0,0
"1919.6111",1919.6111,0,0
"1919.6389",1919.6389,0,0
"1919.6667",1919.6667,0,0
"1919.6944",1919.6944,0,0
"1919.7222",1919.7222,0,0
"1919.75",1919.75,0,0
"1919.7778",1919.7778,0,0
"1919.8056",1919.8056,0,0
"1919.8333",1919.8333,0,0
"1919.8611",1919.8611,0,0
"1919.8889",1919.8889,0,0
"1919.9167",1919.9167,0,0
"1919.9444",1919.9444,0,0
"1919.9722",1919.9722,0,0
"1920",1920,0,0
"1920.0278",1920.0278,0,0
"1920.0556",1920.0556,0,0
"1920.0833",1920.0833,0,0
"1920.1111",1920.1111,0,0
"1920.1389",1920.1389,0,0
"1920.1667",1920.1667,0,0
"1920.1944",1920.1944,0,0
"1920.2222",1920.2222,0,0
"1920.25",1920.25,0,0
"1920.2778",1920.2778,0,0
"1920.3056",1920.3056,0,0
"1920.3333",1920.3333,0,0
"1920.3611",1920.3611,0,0
"1920.3889",1920.3889,0,0
"1920.4167",1920.4167,0,0
"1920.4444",1920.4444,0,0
"1920.4722",1920.4722,0,0
"1920.5",1920.5,0,0
"1920.5278",1920.5278,0,0
"1920.5556",1920.5556,0,0
"1920.5833",1920.5833,0,0
"1920.6111",1920.6111,0,0
"1920.6389",1920.6389,0,0
"1920.6667",1920.6667,0,0
"1920.6944",1920.6944,0,0
"1920.7222",1920.7222,0,0
"1920.75",1920.75,0,0
"1920.7778",1920.7778,0,0
"1920.8056",1920.8056,0,0
"1920.8333",1920.8333,0,0
"1920.8611",1920.8611,0,0
"1920.8889",1920.8889,0,0
"1920.9167",1920.9167,0,0
"1920.9444",1920.9444,0,0
"1920.9722",1920.9722,0,0
"1921",1921,0.00275,-0.0495
"1921.0278",1921.0278,0.003475,-0.06255
"1921.0556",1921.0556,0.004175,-0.07515
"1921.0833",1921.0833,0.0049,-0.0882
"1921.1111",1921.1111,0.0056,-0.1008
"1921.1389",1921.1389,0.006325,-0.11385
"1921.1667",1921.1667,0.00705,-0.1269
"1921.1944",1921.1944,0.00715,-0.1287
"1921.2222",1921.2222,0.00715,-0.1287
"1921.25",1921.25,0.00715,-0.1287
"1921.2778",1921.2778,0.00715,-0.1287
"1921.3056",1921.3056,0.00715,-0.1287
"1921.3333",1921.3333,0.00715,-0.1287
"1921.3611",1921.3611,0.00715,-0.1287
"1921.3889",1921.3889,0.00685,-0.1233
"1921.4167",1921.4167,0.006575,-0.11835
"1921.4444",1921.4444,0.0063,-0.1134
"1921.4722",1921.4722,0.00605,-0.1089
"1921.5",1921.5,0.0058,-0.1044
"1921.5278",1921.5278,0.005575,-0.10035
"1921.5556",1921.5556,0.00535,-0.0963
"1921.5833",1921.5833,0.005125,-0.09225
"1921.6111",1921.6111,0.004925,-0.08865
"1921.6389",1921.6389,0.004725,-0.08505
"1921.6667",1921.6667,0.004525,-0.08145
"1921.6944",1921.6944,0.004325,-0.07785
"1921.7222",1921.7222,0.00415,-0.0747
"1921.75",1921.75,0.004,-0.072
"1921.7778",1921.7778,0.003825,-0.06885
"1921.8056",1921.8056,0.003675,-0.06615
"1921.8333",1921.8333,0.003525,-0.06345
"1921.8611",1921.8611,0.003375,-0.06075
"1921.8889",1921.8889,0.00325,-0.0585
"1921.9167",1921.9167,0.0031,-0.0558
"1921.9444",1921.9444,0.002975,-0.05355
"1921.9722",1921.9722,0.00285,-0.0513
"1922",1922,0.00275,-0.0495
"1922.0278",1922.0278,0.002625,-0.04725
"1922.0556",1922.0556,0.002525,-0.04545
"1922.0833",1922.0833,0.002425,-0.04365
"1922.1111",1922.1111,0.002325,-0.04185
"1922.1389",1922.1389,0.002225,-0.04005
"1922.1667",1922.1667,0.002125,-0.03825
"1922.1944",1922.1944,0.00205,-0.0369
"1922.2222",1922.2222,0.001975,-0.03555
"1922.25",1922.25,0.001875,-0.03375
"1922.2778",1922.2778,0.0018,-0.0324
"1922.3056",1922.3056,0.001725,-0.03105
"1922.3333",1922.3333,0.001675,-0.03015
"1922.3611",1922.3611,0.0016,-0.0288
"1922.3889",1922.3889,0.001525,-0.02745
"1922.4167",1922.4167,0.001475,-0.02655
"1922.4444",1922.4444,0.0014,-0.0252
"1922.4722",1922.4722,0.00135,-0.0243
"1922.5",1922.5,0.0013,-0.0234
"1922.5278",1922.5278,0.00125,-0.0225
"1922.5556",1922.5556,0.0012,-0.0216
"1922.5833",1922.5833,0.00115,-0.0207
"1922.6111",1922.6111,0.0011,-0.0198
"1922.6389",1922.6389,0.00105,-0.0189
"1922.6667",1922.6667,0.001,-0.018
"1922.6944",1922.6944,0.000975,-0.01755
"1922.7222",1922.7222,0.000925,-0.01665
"1922.75",1922.75,9e-04,-0.0162
"1922.7778",1922.7778,0.00085,-0.0153
"1922.8056",1922.8056,0.000825,-0.01485
"1922.8333",1922.8333,0.000775,-0.01395
"1922.8611",1922.8611,0.00075,-0.0135
"1922.8889",1922.8889,0.000725,-0.01305
"1922.9167",1922.9167,7e-04,-0.0126
"1922.9444",1922.9444,0.000675,-0.01215
"1922.9722",1922.9722,0.00065,-0.0117
"1923",1923,6e-04,-0.0108
"1923.0278",1923.0278,0.000575,-0.01035
"1923.0556",1923.0556,0.000575,-0.01035
"1923.0833",1923.0833,0.00055,-0.0099
"1923.1111",1923.1111,0.000525,-0.00945
"1923.1389",1923.1389,5e-04,-0.009
"1923.1667",1923.1667,0.000475,-0.00855
"1923.1944",1923.1944,0.00045,-0.0081
"1923.2222",1923.2222,0.00045,-0.0081
"1923.25",1923.25,0.000425,-0.00765
"1923.2778",1923.2778,4e-04,-0.0072
"1923.3056",1923.3056,0.000375,-0.00675
"1923.3333",1923.3333,0.000375,-0.00675
"1923.3611",1923.3611,0.00035,-0.0063
"1923.3889",1923.3889,0.00035,-0.0063
"1923.4167",1923.4167,0.000325,-0.00585
"1923.4444",1923.4444,0.000325,-0.00585
"1923.4722",1923.4722,3e-04,-0.0054
"1923.5",1923.5,3e-04,-0.0054
"1923.5278",1923.5278,0.000275,-0.00495
"1923.5556",1923.5556,0.000275,-0.00495
"1923.5833",1923.5833,0.00025,-0.0045
"1923.6111",1923.6111,0.00025,-0.0045
"1923.6389",1923.6389,0.000225,-0.00405
"1923.6667",1923.6667,0.000225,-0.00405
"1923.6944",1923.6944,0.000225,-0.00405
"1923.7222",1923.7222,2e-04,-0.0036
"1923.75",1923.75,2e-04,-0.0036
"1923.7778",1923.7778,2e-04,-0.0036
"1923.8056",1923.8056,0.000175,-0.00315
"1923.8333",1923.8333,0.000175,-0.00315
"1923.8611",1923.8611,0.000175,-0.00315
"1923.8889",1923.8889,0.00015,-0.0027
"1923.9167",1923.9167,0.00015,-0.0027
"1923.9444",1923.9444,0.00015,-0.0027
"1923.9722",1923.9722,0.00015,-0.0027
"1924",1924,0.000125,-0.00225
"1924.0278",1924.0278,0.000125,-0.00225
"1924.0556",1924.0556,0.000125,-0.00225
"1924.0833",1924.0833,0.000125,-0.00225
"1924.1111",1924.1111,0.000125,-0.00225
"1924.1389",1924.1389,0.00285,-0.0513
"1924.1667",1924.1667,0.00465,-0.0837
"1924.1944",1924.1944,0.006425,-0.11565
"1924.2222",1924.2222,0.008225,-0.14805
"1924.25",1924.25,0.01,-0.18
"1924.2778",1924.2778,0.0118,-0.2124
"1924.3056",1924.3056,0.01355,-0.2439
"1924.3333",1924.3333,0.01535,-0.2763
"1924.3611",1924.3611,0.017125,-0.30825
"1924.3889",1924.3889,0.017875,-0.32175
"1924.4167",1924.4167,0.017875,-0.32175
"1924.4444",1924.4444,0.017875,-0.32175
"1924.4722",1924.4722,0.017875,-0.32175
"1924.5",1924.5,0.017875,-0.32175
"1924.5278",1924.5278,0.017875,-0.32175
"1924.5556",1924.5556,0.017875,-0.32175
"1924.5833",1924.5833,0.01715,-0.3087
"1924.6111",1924.6111,0.01645,-0.2961
"1924.6389",1924.6389,0.015775,-0.28395
"1924.6667",1924.6667,0.015125,-0.27225
"1924.6944",1924.6944,0.014525,-0.26145
"1924.7222",1924.7222,0.013925,-0.25065
"1924.75",1924.75,0.01335,-0.2403
"1924.7778",1924.7778,0.0128,-0.2304
"1924.8056",1924.8056,0.012275,-0.22095
"1924.8333",1924.8333,0.011775,-0.21195
"1924.8611",1924.8611,0.0113,-0.2034
"1924.8889",1924.8889,0.01085,-0.1953
"1924.9167",1924.9167,0.0104,-0.1872
"1924.9444",1924.9444,0.009975,-0.17955
"1924.9722",1924.9722,0.009575,-0.17235
"1925",1925,0.009175,-0.16515
"1925.0278",1925.0278,0.0088,-0.1584
"1925.0556",1925.0556,0.00845,-0.1521
"1925.0833",1925.0833,0.0081,-0.1458
"1925.1111",1925.1111,0.007775,-0.13995
"1925.1389",1925.1389,0.00745,-0.1341
"1925.1667",1925.1667,0.00715,-0.1287
"1925.1944",1925.1944,0.00685,-0.1233
"1925.2222",1925.2222,0.006575,-0.11835
"1925.25",1925.25,0.0063,-0.1134
"1925.2778",1925.2778,0.00605,-0.1089
"1925.3056",1925.3056,0.0058,-0.1044
"1925.3333",1925.3333,0.005575,-0.10035
"1925.3611",1925.3611,0.00535,-0.0963
"1925.3889",1925.3889,0.005125,-0.09225
"1925.4167",1925.4167,0.0049,-0.0882
"1925.4444",1925.4444,0.0047,-0.0846
"1925.4722",1925.4722,0.004525,-0.08145
"1925.5",1925.5,0.004325,-0.07785
"1925.5278",1925.5278,0.00415,-0.0747
"1925.5556",1925.5556,0.004,-0.072
"1925.5833",1925.5833,0.003825,-0.06885
"1925.6111",1925.6111,0.003675,-0.06615
"1925.6389",1925.6389,0.003525,-0.06345
"1925.6667",1925.6667,0.003375,-0.06075
"1925.6944",1925.6944,0.00325,-0.0585
"1925.7222",1925.7222,0.0031,-0.0558
"1925.75",1925.75,0.002975,-0.05355
"1925.7778",1925.7778,0.00285,-0.0513
"1925.8056",1925.8056,0.00275,-0.0495
"1925.8333",1925.8333,0.002625,-0.04725
"1925.8611",1925.8611,0.002525,-0.04545
"1925.8889",1925.8889,0.002425,-0.04365
"1925.9167",1925.9167,0.002325,-0.04185
"1925.9444",1925.9444,0.002225,-0.04005
"1925.9722",1925.9722,0.002125,-0.03825
"1926",1926,0.00205,-0.0369
"1926.0278",1926.0278,0.001975,-0.03555
"1926.0556",1926.0556,0.001875,-0.03375
"1926.0833",1926.0833,0.0018,-0.0324
"1926.1111",1926.1111,0.001725,-0.03105
"1926.1389",1926.1389,0.001675,-0.03015
"1926.1667",1926.1667,0.0016,-0.0288
"1926.1944",1926.1944,0.001525,-0.02745
"1926.2222",1926.2222,0.001475,-0.02655
"1926.25",1926.25,0.0014,-0.0252
"1926.2778",1926.2778,0.00135,-0.0243
"1926.3056",1926.3056,0.0013,-0.0234
"1926.3333",1926.3333,0.00125,-0.0225
"1926.3611",1926.3611,0.0012,-0.0216
"1926.3889",1926.3889,0.00115,-0.0207
"1926.4167",1926.4167,0.0011,-0.0198
"1926.4444",1926.4444,0.00105,-0.0189
"1926.4722",1926.4722,0.001,-0.018
"1926.5",1926.5,0.000975,-0.01755
"1926.5278",1926.5278,0.000925,-0.01665
"1926.5556",1926.5556,9e-04,-0.0162
"1926.5833",1926.5833,0.00085,-0.0153
"1926.6111",1926.6111,0.000825,-0.01485
"1926.6389",1926.6389,0.000775,-0.01395
"1926.6667",1926.6667,0.00075,-0.0135
"1926.6944",1926.6944,0.000725,-0.01305
"1926.7222",1926.7222,7e-04,-0.0126
"1926.75",1926.75,0.000675,-0.01215
"1926.7778",1926.7778,0.00065,-0.0117
"1926.8056",1926.8056,6e-04,-0.0108
"1926.8333",1926.8333,0.000575,-0.01035
"1926.8611",1926.8611,0.000575,-0.01035
"1926.8889",1926.8889,0.00055,-0.0099
"1926.9167",1926.9167,0.000525,-0.00945
"1926.9444",1926.9444,5e-04,-0.009
"1926.9722",1926.9722,0.000475,-0.00855
"1927",1927,0.00045,-0.0081
"1927.0278",1927.0278,0.00045,-0.0081
"1927.0556",1927.0556,0.000425,-0.00765
"1927.0833",1927.0833,4e-04,-0.0072
"1927.1111",1927.1111,0.000375,-0.00675
"1927.1389",1927.1389,0.000375,-0.00675
"1927.1667",1927.1667,0.00035,-0.0063
"1927.1944",1927.1944,0.00035,-0.0063
"1927.2222",1927.2222,0.000325,-0.00585
"1927.25",1927.25,0.000325,-0.00585
"1927.2778",1927.2778,3e-04,-0.0054
"1927.3056",1927.3056,3e-04,-0.0054
"1927.3333",1927.3333,0.000275,-0.00495
"1927.3611",1927.3611,0.000275,-0.00495
"1927.3889",1927.3889,0.00025,-0.0045
"1927.4167",1927.4167,0.00025,-0.0045
"1927.4444",1927.4444,0.000225,-0.00405
"1927.4722",1927.4722,0.000225,-0.00405
"1927.5",1927.5,0.000225,-0.00405
"1927.5278",1927.5278,2e-04,-0.0036
"1927.5556",1927.5556,2e-04,-0.0036
"1927.5833",1927.5833,0,0
"1927.6111",1927.6111,0,0
"1927.6389",1927.6389,0,0
"1927.6667",1927.6667,0,0
"1927.6944",1927.6944,0,0
"1927.7222",1927.7222,0,0
"1927.75",1927.75,0,0
"1927.7778",1927.7778,0,0
"1927.8056",1927.8056,0,0
"1927.8333",1927.8333,0,0
"1927.8611",1927.8611,0,0
"1927.8889",1927.8889,0,0
"1927.9167",1927.9167,0,0
"1927.9444",1927.9444,0,0
"1927.9722",1927.9722,0,0
"1928",1928,0,0
"1928.0278",1928.0278,0,0
"1928.0556",1928.0556,0,0
"1928.0833",1928.0833,0,0
"1928.1111",1928.1111,0,0
"1928.1389",1928.1389,0,0
"1928.1667",1928.1667,0,0
"1928.1944",1928.1944,0,0
"1928.2222",1928.2222,0,0
"1928.25",1928.25,0,0
"1928.2778",1928.2778,0,0
"1928.3056",1928.3056,0,0
"1928.3333",1928.3333,0,0
"1928.3611",1928.3611,0,0
"1928.3889",1928.3889,0,0
"1928.4167",1928.4167,0,0
"1928.4444",1928.4444,0,0
"1928.4722",1928.4722,0,0
"1928.5",1928.5,0,0
"1928.5278",1928.5278,0,0
"1928.5556",1928.5556,0,0
"1928.5833",1928.5833,0,0
"1928.6111",1928.6111,0,0
"1928.6389",1928.6389,0,0
"1928.6667",1928.6667,0,0
"1928.6944",1928.6944,0,0
"1928.7222",1928.7222,0,0
"1928.75",1928.75,0,0
"1928.7778",1928.7778,0,0
"1928.8056",1928.8056,0,0
"1928.8333",1928.8333,0,0
"1928.8611",1928.8611,0,0
"1928.8889",1928.8889,0,0
"1928.9167",1928.9167,0,0
"1928.9444",1928.9444,0,0
"1928.9722",1928.9722,0,0
"1929",1929,0,0
"1929.0278",1929.0278,0,0
"1929.0556",1929.0556,0,0
"1929.0833",1929.0833,0,0
"1929.1111",1929.1111,0,0
"1929.1389",1929.1389,0,0
"1929.1667",1929.1667,0,0
"1929.1944",1929.1944,0,0
"1929.2222",1929.2222,0,0
"1929.25",1929.25,0,0
"1929.2778",1929.2778,0,0
"1929.3056",1929.3056,0,0
"1929.3333",1929.3333,0,0
"1929.3611",1929.3611,0,0
"1929.3889",1929.3889,0,0
"1929.4167",1929.4167,0,0
"1929.4444",1929.4444,0,0
"1929.4722",1929.4722,0.00275,-0.0495
"1929.5",1929.5,0.003275,-0.05895
"1929.5278",1929.5278,0.003825,-0.06885
"1929.5556",1929.5556,0.00435,-0.0783
"1929.5833",1929.5833,0.0049,-0.0882
"1929.6111",1929.6111,0.005375,-0.09675
"1929.6389",1929.6389,0.005375,-0.09675
"1929.6667",1929.6667,0.005375,-0.09675
"1929.6944",1929.6944,0.005375,-0.09675
"1929.7222",1929.7222,0.005375,-0.09675
"1929.75",1929.75,0.005375,-0.09675
"1929.7778",1929.7778,0.005375,-0.09675
"1929.8056",1929.8056,0.00515,-0.0927
"1929.8333",1929.8333,0.004925,-0.08865
"1929.8611",1929.8611,0.004725,-0.08505
"1929.8889",1929.8889,0.00455,-0.0819
"1929.9167",1929.9167,0.00435,-0.0783
"1929.9444",1929.9444,0.004175,-0.07515
"1929.9722",1929.9722,0.004,-0.072
"1930",1930,0.00385,-0.0693
"1930.0278",1930.0278,0.003675,-0.06615
"1930.0556",1930.0556,0.003525,-0.06345
"1930.0833",1930.0833,0.0034,-0.0612
"1930.1111",1930.1111,0.00325,-0.0585
"1930.1389",1930.1389,0.003125,-0.05625
"1930.1667",1930.1667,0.003,-0.054
"1930.1944",1930.1944,0.002875,-0.05175
"1930.2222",1930.2222,0.00275,-0.0495
"1930.25",1930.25,0.00265,-0.0477
"1930.2778",1930.2778,0.002525,-0.04545
"1930.3056",1930.3056,0.002425,-0.04365
"1930.3333",1930.3333,0.002325,-0.04185
"1930.3611",1930.3611,0.002225,-0.04005
"1930.3889",1930.3889,0.00215,-0.0387
"1930.4167",1930.4167,0.00205,-0.0369
"1930.4444",1930.4444,0.001975,-0.03555
"1930.4722",1930.4722,0.0019,-0.0342
"1930.5",1930.5,0.001825,-0.03285
"1930.5278",1930.5278,0.00175,-0.0315
"1930.5556",1930.5556,0.001675,-0.03015
"1930.5833",1930.5833,0.0016,-0.0288
"1930.6111",1930.6111,0.001525,-0.02745
"1930.6389",1930.6389,0.001475,-0.02655
"1930.6667",1930.6667,0.001425,-0.02565
"1930.6944",1930.6944,0.00135,-0.0243
"1930.7222",1930.7222,0.0013,-0.0234
"1930.75",1930.75,0.00125,-0.0225
"1930.7778",1930.7778,0.0012,-0.0216
"1930.8056",1930.8056,0.00115,-0.0207
"1930.8333",1930.8333,0.0011,-0.0198
"1930.8611",1930.8611,0.00105,-0.0189
"1930.8889",1930.8889,0.001025,-0.01845
"1930.9167",1930.9167,0.000975,-0.01755
"1930.9444",1930.9444,0.000925,-0.01665
"1930.9722",1930.9722,9e-04,-0.0162
"1931",1931,0.00085,-0.0153
"1931.0278",1931.0278,0.000825,-0.01485
"1931.0556",1931.0556,8e-04,-0.0144
"1931.0833",1931.0833,0.00075,-0.0135
"1931.1111",1931.1111,0.000725,-0.01305
"1931.1389",1931.1389,7e-04,-0.0126
"1931.1667",1931.1667,0.000675,-0.01215
"1931.1944",1931.1944,0.00065,-0.0117
"1931.2222",1931.2222,0.003375,-0.06075
"1931.25",1931.25,0.004275,-0.07695
"1931.2778",1931.2778,0.005175,-0.09315
"1931.3056",1931.3056,0.006075,-0.10935
"1931.3333",1931.3333,0.007,-0.126
"1931.3611",1931.3611,0.0079,-0.1422
"1931.3889",1931.3889,0.0088,-0.1584
"1931.4167",1931.4167,0.009725,-0.17505
"1931.4444",1931.4444,0.009725,-0.17505
"1931.4722",1931.4722,0.009725,-0.17505
"1931.5",1931.5,0.0097,-0.1746
"1931.5278",1931.5278,0.009675,-0.17415
"1931.5556",1931.5556,0.009675,-0.17415
"1931.5833",1931.5833,0.00965,-0.1737
"1931.6111",1931.6111,0.00965,-0.1737
"1931.6389",1931.6389,0.00925,-0.1665
"1931.6667",1931.6667,0.008875,-0.15975
"1931.6944",1931.6944,0.0085,-0.153
"1931.7222",1931.7222,0.00815,-0.1467
"1931.75",1931.75,0.007825,-0.14085
"1931.7778",1931.7778,0.0075,-0.135
"1931.8056",1931.8056,0.0072,-0.1296
"1931.8333",1931.8333,0.0069,-0.1242
"1931.8611",1931.8611,0.006625,-0.11925
"1931.8889",1931.8889,0.00635,-0.1143
"1931.9167",1931.9167,0.0061,-0.1098
"1931.9444",1931.9444,0.00585,-0.1053
"1931.9722",1931.9722,0.0056,-0.1008
"1932",1932,0.008125,-0.14625
"1932.0278",1932.0278,0.008875,-0.15975
"1932.0556",1932.0556,0.009625,-0.17325
"1932.0833",1932.0833,0.0104,-0.1872
"1932.1111",1932.1111,0.01115,-0.2007
"1932.1389",1932.1389,0.01195,-0.2151
"1932.1667",1932.1667,0.01275,-0.2295
"1932.1944",1932.1944,0.013525,-0.24345
"1932.2222",1932.2222,0.0135,-0.243
"1932.25",1932.25,0.01335,-0.2403
"1932.2778",1932.2778,0.0132,-0.2376
"1932.3056",1932.3056,0.01305,-0.2349
"1932.3333",1932.3333,0.0129,-0.2322
"1932.3611",1932.3611,0.012775,-0.22995
"1932.3889",1932.3889,0.01265,-0.2277
"1932.4167",1932.4167,0.012125,-0.21825
"1932.4444",1932.4444,0.011625,-0.20925
"1932.4722",1932.4722,0.011175,-0.20115
"1932.5",1932.5,0.010725,-0.19305
"1932.5278",1932.5278,0.01025,-0.1845
"1932.5556",1932.5556,0.00985,-0.1773
"1932.5833",1932.5833,0.00945,-0.1701
"1932.6111",1932.6111,0.009075,-0.16335
"1932.6389",1932.6389,0.0087,-0.1566
"1932.6667",1932.6667,0.00835,-0.1503
"1932.6944",1932.6944,0.008,-0.144
"1932.7222",1932.7222,0.007675,-0.13815
"1932.75",1932.75,0.007375,-0.13275
"1932.7778",1932.7778,0.00705,-0.1269
"1932.8056",1932.8056,0.006725,-0.12105
"1932.8333",1932.8333,0.006425,-0.11565
"1932.8611",1932.8611,0.006175,-0.11115
"1932.8889",1932.8889,0.005925,-0.10665
"1932.9167",1932.9167,0.005675,-0.10215
"1932.9444",1932.9444,0.00545,-0.0981
"1932.9722",1932.9722,0.005225,-0.09405
"1933",1933,0.005,-0.09
"1933.0278",1933.0278,0.0048,-0.0864
"1933.0556",1933.0556,0.004625,-0.08325
"1933.0833",1933.0833,0.004425,-0.07965
"1933.1111",1933.1111,0.00425,-0.0765
"1933.1389",1933.1389,0.004075,-0.07335
"1933.1667",1933.1667,0.0039,-0.0702
"1933.1944",1933.1944,0.00375,-0.0675
"1933.2222",1933.2222,0.0036,-0.0648
"1933.25",1933.25,0.00345,-0.0621
"1933.2778",1933.2778,0.003325,-0.05985
"1933.3056",1933.3056,0.003175,-0.05715
"1933.3333",1933.3333,0.00305,-0.0549
"1933.3611",1933.3611,0.002925,-0.05265
"1933.3889",1933.3889,0.0028,-0.0504
"1933.4167",1933.4167,0.0027,-0.0486
"1933.4444",1933.4444,0.002575,-0.04635
"1933.4722",1933.4722,0.002475,-0.04455
"1933.5",1933.5,0.002375,-0.04275
"1933.5278",1933.5278,0.002275,-0.04095
"1933.5556",1933.5556,0.002175,-0.03915
"1933.5833",1933.5833,0.002075,-0.03735
"1933.6111",1933.6111,0.002025,-0.03645
"1933.6389",1933.6389,0.001925,-0.03465
"1933.6667",1933.6667,0.00185,-0.0333
