Orbital parameters for the last 2000 years to 2100 AD (Berger, 1978)
(Slightly higher precision than the calculation in the reference)

This file is available on
	https://pmip3.lsce.ipsl.fr/wiki/doku.php/pmip3:design:lm:index

Year   = Common Era (CE or AD)
ECCEN  = eccentricity of orbital ellipse
OBLIQ  = latitude of Tropic of Cancer in degrees
PERI   = longitude of perihelion 

       = spatial angle from vernal equinox to perihelion in degrees
         with sun as angle vertex

Note that for the period 0-2100 CE, the changes in orbital parameters
are well approximated by linear regressions:

ECCEN    = 0.017475 - 0.000000382 * Year
OBLIQ    = 23.697   - 0.000128    * Year
PERI-180 = 68.79    + 0.0170      * Year

  Year    ECCEN       OBLIQ       PERI-180
   645   0.0172311   23.614596    79.76880
   646   0.0172307   23.614469    79.78580
   647   0.0172303   23.614342    79.80281
   648   0.0172300   23.614215    79.81981
   649   0.0172296   23.614088    79.83682
   650   0.0172292   23.613961    79.85382
   651   0.0172288   23.613834    79.87083
   652   0.0172285   23.613707    79.88783
   653   0.0172281   23.613580    79.90484
   654   0.0172277   23.613453    79.92184
   655   0.0172274   23.613326    79.93885
   656   0.0172270   23.613199    79.95585
   657   0.0172266   23.613072    79.97286
   658   0.0172262   23.612945    79.98987
   659   0.0172259   23.612818    80.00687
   660   0.0172255   23.612691    80.02388
   661   0.0172251   23.612564    80.04088
   662   0.0172247   23.612437    80.05789
   663   0.0172244   23.612310    80.07490
   664   0.0172240   23.612183    80.09190
   665   0.0172236   23.612056    80.10891
   666   0.0172233   23.611929    80.12592
   667   0.0172229   23.611802    80.14292
   668   0.0172225   23.611675    80.15993
   669   0.0172221   23.611548    80.17694
   670   0.0172218   23.611421    80.19394
   671   0.0172214   23.611294    80.21095
   672   0.0172210   23.611167    80.22796
   673   0.0172206   23.611040    80.24497
   674   0.0172203   23.610913    80.26197
   675   0.0172199   23.610786    80.27898
   676   0.0172195   23.610658    80.29599
   677   0.0172192   23.610531    80.31300
   678   0.0172188   23.610404    80.33000
   679   0.0172184   23.610277    80.34701
   680   0.0172180   23.610150    80.36402
   681   0.0172177   23.610023    80.38103
   682   0.0172173   23.609896    80.39804
   683   0.0172169   23.609769    80.41504
   684   0.0172165   23.609642    80.43205
   685   0.0172162   23.609515    80.44906
   686   0.0172158   23.609387    80.46607
   687   0.0172154   23.609260    80.48308
   688   0.0172150   23.609133    80.50009
   689   0.0172147   23.609006    80.51709
   690   0.0172143   23.608879    80.53410
   691   0.0172139   23.608752    80.55111
   692   0.0172136   23.608625    80.56812
   693   0.0172132   23.608497    80.58513
   694   0.0172128   23.608370    80.60214
   695   0.0172124   23.608243    80.61915
   696   0.0172121   23.608116    80.63616
   697   0.0172117   23.607989    80.65317
   698   0.0172113   23.607862    80.67018
   699   0.0172109   23.607734    80.68719
   700   0.0172106   23.607607    80.70420
   701   0.0172102   23.607480    80.72121
   702   0.0172098   23.607353    80.73822
   703   0.0172094   23.607226    80.75523
   704   0.0172091   23.607098    80.77224
   705   0.0172087   23.606971    80.78925
   706   0.0172083   23.606844    80.80626
   707   0.0172080   23.606717    80.82327
   708   0.0172076   23.606589    80.84028
   709   0.0172072   23.606462    80.85729
   710   0.0172068   23.606335    80.87430
   711   0.0172065   23.606208    80.89131
   712   0.0172061   23.606081    80.90832
   713   0.0172057   23.605953    80.92533
   714   0.0172053   23.605826    80.94234
   715   0.0172050   23.605699    80.95935
   716   0.0172046   23.605572    80.97637
   717   0.0172042   23.605444    80.99338
   718   0.0172038   23.605317    81.01039
   719   0.0172035   23.605190    81.02740
   720   0.0172031   23.605062    81.04441
   721   0.0172027   23.604935    81.06142
   722   0.0172023   23.604808    81.07843
   723   0.0172020   23.604681    81.09545
   724   0.0172016   23.604553    81.11246
   725   0.0172012   23.604426    81.12947
   726   0.0172008   23.604299    81.14648
   727   0.0172005   23.604171    81.16350
   728   0.0172001   23.604044    81.18051
   729   0.0171997   23.603917    81.19752
   730   0.0171994   23.603789    81.21453
   731   0.0171990   23.603662    81.23154
   732   0.0171986   23.603535    81.24856
   733   0.0171982   23.603407    81.26557
   734   0.0171979   23.603280    81.28258
   735   0.0171975   23.603153    81.29960
   736   0.0171971   23.603025    81.31661
   737   0.0171967   23.602898    81.33362
   738   0.0171964   23.602771    81.35064
   739   0.0171960   23.602643    81.36765
   740   0.0171956   23.602516    81.38466
   741   0.0171952   23.602389    81.40168
   742   0.0171949   23.602261    81.41869
   743   0.0171945   23.602134    81.43570
   744   0.0171941   23.602006    81.45272
   745   0.0171937   23.601879    81.46973
   746   0.0171934   23.601752    81.48675
   747   0.0171930   23.601624    81.50376
   748   0.0171926   23.601497    81.52077
   749   0.0171922   23.601370    81.53779
   750   0.0171919   23.601242    81.55480
   751   0.0171915   23.601115    81.57182
   752   0.0171911   23.600987    81.58883
   753   0.0171907   23.600860    81.60585
   754   0.0171904   23.600732    81.62286
   755   0.0171900   23.600605    81.63988
   756   0.0171896   23.600478    81.65689
   757   0.0171892   23.600350    81.67391
   758   0.0171889   23.600223    81.69092
   759   0.0171885   23.600095    81.70794
   760   0.0171881   23.599968    81.72495
   761   0.0171877   23.599840    81.74197
   762   0.0171874   23.599713    81.75898
   763   0.0171870   23.599585    81.77600
   764   0.0171866   23.599458    81.79301
   765   0.0171862   23.599330    81.81003
   766   0.0171859   23.599203    81.82704
   767   0.0171855   23.599076    81.84406
   768   0.0171851   23.598948    81.86108
   769   0.0171847   23.598821    81.87809
   770   0.0171844   23.598693    81.89511
   771   0.0171840   23.598566    81.91212
   772   0.0171836   23.598438    81.92914
   773   0.0171832   23.598311    81.94616
   774   0.0171829   23.598183    81.96317
   775   0.0171825   23.598056    81.98019
   776   0.0171821   23.597928    81.99721
   777   0.0171817   23.597801    82.01422
   778   0.0171814   23.597673    82.03124
   779   0.0171810   23.597545    82.04826
   780   0.0171806   23.597418    82.06528
   781   0.0171802   23.597290    82.08229
   782   0.0171799   23.597163    82.09931
   783   0.0171795   23.597035    82.11633
   784   0.0171791   23.596908    82.13335
   785   0.0171787   23.596780    82.15036
   786   0.0171784   23.596653    82.16738
   787   0.0171780   23.596525    82.18440
   788   0.0171776   23.596398    82.20142
   789   0.0171772   23.596270    82.21843
   790   0.0171768   23.596142    82.23545
   791   0.0171765   23.596015    82.25247
   792   0.0171761   23.595887    82.26949
   793   0.0171757   23.595760    82.28651
   794   0.0171753   23.595632    82.30353
   795   0.0171750   23.595504    82.32054
   796   0.0171746   23.595377    82.33756
   797   0.0171742   23.595249    82.35458
   798   0.0171738   23.595122    82.37160
   799   0.0171735   23.594994    82.38862
   800   0.0171731   23.594866    82.40564
   801   0.0171727   23.594739    82.42266
   802   0.0171723   23.594611    82.43968
   803   0.0171720   23.594484    82.45669
   804   0.0171716   23.594356    82.47371
   805   0.0171712   23.594228    82.49073
   806   0.0171708   23.594101    82.50775
   807   0.0171705   23.593973    82.52477
   808   0.0171701   23.593845    82.54179
   809   0.0171697   23.593718    82.55881
   810   0.0171693   23.593590    82.57583
   811   0.0171689   23.593462    82.59285
   812   0.0171686   23.593335    82.60987
   813   0.0171682   23.593207    82.62689
   814   0.0171678   23.593079    82.64391
   815   0.0171674   23.592952    82.66093
   816   0.0171671   23.592824    82.67795
   817   0.0171667   23.592696    82.69497
   818   0.0171663   23.592569    82.71199
   819   0.0171659   23.592441    82.72902
   820   0.0171656   23.592313    82.74604
   821   0.0171652   23.592186    82.76306
   822   0.0171648   23.592058    82.78008
   823   0.0171644   23.591930    82.79710
   824   0.0171641   23.591803    82.81412
   825   0.0171637   23.591675    82.83114
   826   0.0171633   23.591547    82.84816
   827   0.0171629   23.591419    82.86518
   828   0.0171625   23.591292    82.88221
   829   0.0171622   23.591164    82.89923
   830   0.0171618   23.591036    82.91625
   831   0.0171614   23.590908    82.93327
   832   0.0171610   23.590781    82.95029
   833   0.0171607   23.590653    82.96731
   834   0.0171603   23.590525    82.98434
   835   0.0171599   23.590397    83.00136
   836   0.0171595   23.590270    83.01838
   837   0.0171592   23.590142    83.03540
   838   0.0171588   23.590014    83.05243
   839   0.0171584   23.589886    83.06945
   840   0.0171580   23.589759    83.08647
   841   0.0171576   23.589631    83.10349
   842   0.0171573   23.589503    83.12052
   843   0.0171569   23.589375    83.13754
   844   0.0171565   23.589247    83.15456
   845   0.0171561   23.589120    83.17159
   846   0.0171558   23.588992    83.18861
   847   0.0171554   23.588864    83.20563
   848   0.0171550   23.588736    83.22266
   849   0.0171546   23.588608    83.23968
   850   0.0171543   23.588481    83.25670
   851   0.0171539   23.588353    83.27373
   852   0.0171535   23.588225    83.29075
   853   0.0171531   23.588097    83.30777
   854   0.0171527   23.587969    83.32480
   855   0.0171524   23.587842    83.34182
   856   0.0171520   23.587714    83.35885
   857   0.0171516   23.587586    83.37587
   858   0.0171512   23.587458    83.39290
   859   0.0171509   23.587330    83.40992
   860   0.0171505   23.587202    83.42694
   861   0.0171501   23.587074    83.44397
   862   0.0171497   23.586947    83.46099
   863   0.0171493   23.586819    83.47802
   864   0.0171490   23.586691    83.49504
   865   0.0171486   23.586563    83.51207
   866   0.0171482   23.586435    83.52909
   867   0.0171478   23.586307    83.54612
   868   0.0171475   23.586179    83.56314
   869   0.0171471   23.586051    83.58017
   870   0.0171467   23.585924    83.59719
   871   0.0171463   23.585796    83.61422
   872   0.0171459   23.585668    83.63125
   873   0.0171456   23.585540    83.64827
   874   0.0171452   23.585412    83.66530
   875   0.0171448   23.585284    83.68232
   876   0.0171444   23.585156    83.69935
   877   0.0171441   23.585028    83.71637
   878   0.0171437   23.584900    83.73340
   879   0.0171433   23.584772    83.75043
   880   0.0171429   23.584644    83.76745
   881   0.0171425   23.584517    83.78448
   882   0.0171422   23.584389    83.80151
   883   0.0171418   23.584261    83.81853
   884   0.0171414   23.584133    83.83556
   885   0.0171410   23.584005    83.85259
   886   0.0171406   23.583877    83.86961
   887   0.0171403   23.583749    83.88664
   888   0.0171399   23.583621    83.90367
   889   0.0171395   23.583493    83.92069
   890   0.0171391   23.583365    83.93772
   891   0.0171388   23.583237    83.95475
   892   0.0171384   23.583109    83.97178
   893   0.0171380   23.582981    83.98880
   894   0.0171376   23.582853    84.00583
   895   0.0171372   23.582725    84.02286
   896   0.0171369   23.582597    84.03989
   897   0.0171365   23.582469    84.05692
   898   0.0171361   23.582341    84.07394
   899   0.0171357   23.582213    84.09097
   900   0.0171354   23.582085    84.10800
   901   0.0171350   23.581957    84.12503
   902   0.0171346   23.581829    84.14206
   903   0.0171342   23.581701    84.15908
   904   0.0171338   23.581573    84.17611
   905   0.0171335   23.581445    84.19314
   906   0.0171331   23.581317    84.21017
   907   0.0171327   23.581189    84.22720
   908   0.0171323   23.581061    84.24423
   909   0.0171319   23.580933    84.26126
   910   0.0171316   23.580805    84.27829
   911   0.0171312   23.580677    84.29532
   912   0.0171308   23.580549    84.31235
   913   0.0171304   23.580421    84.32937
   914   0.0171300   23.580293    84.34640
   915   0.0171297   23.580165    84.36343
   916   0.0171293   23.580037    84.38046
   917   0.0171289   23.579908    84.39749
   918   0.0171285   23.579780    84.41452
   919   0.0171282   23.579652    84.43155
   920   0.0171278   23.579524    84.44858
   921   0.0171274   23.579396    84.46561
   922   0.0171270   23.579268    84.48264
   923   0.0171266   23.579140    84.49967
   924   0.0171263   23.579012    84.51670
   925   0.0171259   23.578884    84.53373
   926   0.0171255   23.578756    84.55077
   927   0.0171251   23.578628    84.56780
   928   0.0171247   23.578499    84.58483
   929   0.0171244   23.578371    84.60186
   930   0.0171240   23.578243    84.61889
   931   0.0171236   23.578115    84.63592
   932   0.0171232   23.577987    84.65295
   933   0.0171228   23.577859    84.66998
   934   0.0171225   23.577731    84.68701
   935   0.0171221   23.577603    84.70404
   936   0.0171217   23.577474    84.72108
   937   0.0171213   23.577346    84.73811
   938   0.0171209   23.577218    84.75514
   939   0.0171206   23.577090    84.77217
   940   0.0171202   23.576962    84.78920
   941   0.0171198   23.576834    84.80624
   942   0.0171194   23.576706    84.82327
   943   0.0171190   23.576577    84.84030
   944   0.0171187   23.576449    84.85733
   945   0.0171183   23.576321    84.87436
   946   0.0171179   23.576193    84.89140
   947   0.0171175   23.576065    84.90843
   948   0.0171171   23.575937    84.92546
   949   0.0171168   23.575808    84.94249
   950   0.0171164   23.575680    84.95953
   951   0.0171160   23.575552    84.97656
   952   0.0171156   23.575424    84.99359
   953   0.0171152   23.575296    85.01063
   954   0.0171149   23.575167    85.02766
   955   0.0171145   23.575039    85.04469
   956   0.0171141   23.574911    85.06173
   957   0.0171137   23.574783    85.07876
   958   0.0171133   23.574655    85.09579
   959   0.0171130   23.574526    85.11283
   960   0.0171126   23.574398    85.12986
   961   0.0171122   23.574270    85.14689
   962   0.0171118   23.574142    85.16393
   963   0.0171114   23.574013    85.18096
   964   0.0171111   23.573885    85.19800
   965   0.0171107   23.573757    85.21503
   966   0.0171103   23.573629    85.23207
   967   0.0171099   23.573500    85.24910
   968   0.0171095   23.573372    85.26613
   969   0.0171092   23.573244    85.28317
   970   0.0171088   23.573116    85.30020
   971   0.0171084   23.572987    85.31724
   972   0.0171080   23.572859    85.33427
   973   0.0171076   23.572731    85.35131
   974   0.0171073   23.572603    85.36834
   975   0.0171069   23.572474    85.38538
   976   0.0171065   23.572346    85.40241
   977   0.0171061   23.572218    85.41945
   978   0.0171057   23.572090    85.43648
   979   0.0171054   23.571961    85.45352
   980   0.0171050   23.571833    85.47055
   981   0.0171046   23.571705    85.48759
   982   0.0171042   23.571576    85.50463
   983   0.0171038   23.571448    85.52166
   984   0.0171035   23.571320    85.53870
   985   0.0171031   23.571191    85.55573
   986   0.0171027   23.571063    85.57277
   987   0.0171023   23.570935    85.58981
   988   0.0171019   23.570806    85.60684
   989   0.0171016   23.570678    85.62388
   990   0.0171012   23.570550    85.64092
   991   0.0171008   23.570422    85.65795
   992   0.0171004   23.570293    85.67499
   993   0.0171000   23.570165    85.69203
   994   0.0170996   23.570036    85.70906
   995   0.0170993   23.569908    85.72610
   996   0.0170989   23.569780    85.74314
   997   0.0170985   23.569651    85.76017
   998   0.0170981   23.569523    85.77721
   999   0.0170977   23.569395    85.79425
  1000   0.0170974   23.569266    85.81129
  1001   0.0170970   23.569138    85.82832
  1002   0.0170966   23.569010    85.84536
  1003   0.0170962   23.568881    85.86240
  1004   0.0170958   23.568753    85.87944
  1005   0.0170955   23.568625    85.89648
  1006   0.0170951   23.568496    85.91351
  1007   0.0170947   23.568368    85.93055
  1008   0.0170943   23.568239    85.94759
  1009   0.0170939   23.568111    85.96463
  1010   0.0170935   23.567983    85.98167
  1011   0.0170932   23.567854    85.99870
  1012   0.0170928   23.567726    86.01574
  1013   0.0170924   23.567597    86.03278
  1014   0.0170920   23.567469    86.04982
  1015   0.0170916   23.567341    86.06686
  1016   0.0170913   23.567212    86.08390
  1017   0.0170909   23.567084    86.10094
  1018   0.0170905   23.566955    86.11798
  1019   0.0170901   23.566827    86.13502
  1020   0.0170897   23.566698    86.15205
  1021   0.0170893   23.566570    86.16909
  1022   0.0170890   23.566442    86.18613
  1023   0.0170886   23.566313    86.20317
  1024   0.0170882   23.566185    86.22021
  1025   0.0170878   23.566056    86.23725
  1026   0.0170874   23.565928    86.25429
  1027   0.0170871   23.565799    86.27133
  1028   0.0170867   23.565671    86.28837
  1029   0.0170863   23.565542    86.30541
  1030   0.0170859   23.565414    86.32245
  1031   0.0170855   23.565286    86.33949
  1032   0.0170851   23.565157    86.35653
  1033   0.0170848   23.565029    86.37357
  1034   0.0170844   23.564900    86.39061
  1035   0.0170840   23.564772    86.40766
  1036   0.0170836   23.564643    86.42470
  1037   0.0170832   23.564515    86.44174
  1038   0.0170829   23.564386    86.45878
  1039   0.0170825   23.564258    86.47582
  1040   0.0170821   23.564129    86.49286
  1041   0.0170817   23.564001    86.50990
  1042   0.0170813   23.563872    86.52694
  1043   0.0170809   23.563744    86.54398
  1044   0.0170806   23.563615    86.56103
  1045   0.0170802   23.563487    86.57807
  1046   0.0170798   23.563358    86.59511
  1047   0.0170794   23.563230    86.61215
  1048   0.0170790   23.563101    86.62919
  1049   0.0170787   23.562973    86.64624
  1050   0.0170783   23.562844    86.66328
  1051   0.0170779   23.562716    86.68032
  1052   0.0170775   23.562587    86.69736
  1053   0.0170771   23.562459    86.71440
  1054   0.0170767   23.562330    86.73145
  1055   0.0170764   23.562201    86.74849
  1056   0.0170760   23.562073    86.76553
  1057   0.0170756   23.561944    86.78257
  1058   0.0170752   23.561816    86.79962
  1059   0.0170748   23.561687    86.81666
  1060   0.0170744   23.561559    86.83370
  1061   0.0170741   23.561430    86.85075
  1062   0.0170737   23.561302    86.86779
  1063   0.0170733   23.561173    86.88483
  1064   0.0170729   23.561044    86.90188
  1065   0.0170725   23.560916    86.91892
  1066   0.0170721   23.560787    86.93596
  1067   0.0170718   23.560659    86.95301
  1068   0.0170714   23.560530    86.97005
  1069   0.0170710   23.560401    86.98709
  1070   0.0170706   23.560273    87.00414
  1071   0.0170702   23.560144    87.02118
  1072   0.0170698   23.560016    87.03823
  1073   0.0170695   23.559887    87.05527
  1074   0.0170691   23.559759    87.07232
  1075   0.0170687   23.559630    87.08936
  1076   0.0170683   23.559501    87.10640
  1077   0.0170679   23.559373    87.12345
  1078   0.0170676   23.559244    87.14049
  1079   0.0170672   23.559115    87.15754
  1080   0.0170668   23.558987    87.17458
  1081   0.0170664   23.558858    87.19163
  1082   0.0170660   23.558730    87.20867
  1083   0.0170656   23.558601    87.22572
  1084   0.0170653   23.558472    87.24276
  1085   0.0170649   23.558344    87.25981
  1086   0.0170645   23.558215    87.27685
  1087   0.0170641   23.558086    87.29390
  1088   0.0170637   23.557958    87.31095
  1089   0.0170633   23.557829    87.32799
  1090   0.0170630   23.557700    87.34504
  1091   0.0170626   23.557572    87.36208
  1092   0.0170622   23.557443    87.37913
  1093   0.0170618   23.557314    87.39617
  1094   0.0170614   23.557186    87.41322
  1095   0.0170610   23.557057    87.43027
  1096   0.0170606   23.556928    87.44731
  1097   0.0170603   23.556800    87.46436
  1098   0.0170599   23.556671    87.48141
  1099   0.0170595   23.556542    87.49845
  1100   0.0170591   23.556414    87.51550
  1101   0.0170587   23.556285    87.53255
  1102   0.0170583   23.556156    87.54959
  1103   0.0170580   23.556028    87.56664
  1104   0.0170576   23.555899    87.58369
  1105   0.0170572   23.555770    87.60073
  1106   0.0170568   23.555642    87.61778
  1107   0.0170564   23.555513    87.63483
  1108   0.0170560   23.555384    87.65188
  1109   0.0170557   23.555255    87.66892
  1110   0.0170553   23.555127    87.68597
  1111   0.0170549   23.554998    87.70302
  1112   0.0170545   23.554869    87.72007
  1113   0.0170541   23.554741    87.73712
  1114   0.0170537   23.554612    87.75416
  1115   0.0170534   23.554483    87.77121
  1116   0.0170530   23.554354    87.78826
  1117   0.0170526   23.554226    87.80531
  1118   0.0170522   23.554097    87.82236
  1119   0.0170518   23.553968    87.83941
  1120   0.0170514   23.553839    87.85645
  1121   0.0170511   23.553711    87.87350
  1122   0.0170507   23.553582    87.89055
  1123   0.0170503   23.553453    87.90760
  1124   0.0170499   23.553324    87.92465
  1125   0.0170495   23.553196    87.94170
  1126   0.0170491   23.553067    87.95875
  1127   0.0170487   23.552938    87.97580
  1128   0.0170484   23.552809    87.99285
  1129   0.0170480   23.552681    88.00990
  1130   0.0170476   23.552552    88.02695
  1131   0.0170472   23.552423    88.04399
  1132   0.0170468   23.552294    88.06104
  1133   0.0170464   23.552165    88.07809
  1134   0.0170461   23.552037    88.09514
  1135   0.0170457   23.551908    88.11219
  1136   0.0170453   23.551779    88.12924
  1137   0.0170449   23.551650    88.14629
  1138   0.0170445   23.551522    88.16334
  1139   0.0170441   23.551393    88.18039
  1140   0.0170437   23.551264    88.19745
  1141   0.0170434   23.551135    88.21450
  1142   0.0170430   23.551006    88.23155
  1143   0.0170426   23.550878    88.24860
  1144   0.0170422   23.550749    88.26565
  1145   0.0170418   23.550620    88.28270
  1146   0.0170414   23.550491    88.29975
  1147   0.0170411   23.550362    88.31680
  1148   0.0170407   23.550233    88.33385
  1149   0.0170403   23.550105    88.35090
  1150   0.0170399   23.549976    88.36795
  1151   0.0170395   23.549847    88.38501
  1152   0.0170391   23.549718    88.40206
  1153   0.0170387   23.549589    88.41911
  1154   0.0170384   23.549460    88.43616
  1155   0.0170380   23.549332    88.45321
  1156   0.0170376   23.549203    88.47027
  1157   0.0170372   23.549074    88.48732
  1158   0.0170368   23.548945    88.50437
  1159   0.0170364   23.548816    88.52142
  1160   0.0170360   23.548687    88.53847
  1161   0.0170357   23.548558    88.55553
  1162   0.0170353   23.548430    88.57258
  1163   0.0170349   23.548301    88.58963
  1164   0.0170345   23.548172    88.60668
  1165   0.0170341   23.548043    88.62374
  1166   0.0170337   23.547914    88.64079
  1167   0.0170333   23.547785    88.65784
  1168   0.0170330   23.547656    88.67490
  1169   0.0170326   23.547527    88.69195
  1170   0.0170322   23.547398    88.70900
  1171   0.0170318   23.547270    88.72606
  1172   0.0170314   23.547141    88.74311
  1173   0.0170310   23.547012    88.76016
  1174   0.0170307   23.546883    88.77722
  1175   0.0170303   23.546754    88.79427
  1176   0.0170299   23.546625    88.81132
  1177   0.0170295   23.546496    88.82838
  1178   0.0170291   23.546367    88.84543
  1179   0.0170287   23.546238    88.86249
  1180   0.0170283   23.546109    88.87954
  1181   0.0170280   23.545981    88.89659
  1182   0.0170276   23.545852    88.91365
  1183   0.0170272   23.545723    88.93070
  1184   0.0170268   23.545594    88.94776
  1185   0.0170264   23.545465    88.96481
  1186   0.0170260   23.545336    88.98187
  1187   0.0170256   23.545207    88.99892
  1188   0.0170253   23.545078    89.01598
  1189   0.0170249   23.544949    89.03303
  1190   0.0170245   23.544820    89.05009
  1191   0.0170241   23.544691    89.06714
  1192   0.0170237   23.544562    89.08420
  1193   0.0170233   23.544433    89.10125
  1194   0.0170229   23.544304    89.11831
  1195   0.0170225   23.544175    89.13536
  1196   0.0170222   23.544046    89.15242
  1197   0.0170218   23.543917    89.16947
  1198   0.0170214   23.543788    89.18653
  1199   0.0170210   23.543659    89.20359
  1200   0.0170206   23.543531    89.22064
  1201   0.0170202   23.543402    89.23770
  1202   0.0170198   23.543273    89.25476
  1203   0.0170195   23.543144    89.27181
  1204   0.0170191   23.543015    89.28887
  1205   0.0170187   23.542886    89.30592
  1206   0.0170183   23.542757    89.32298
  1207   0.0170179   23.542628    89.34004
  1208   0.0170175   23.542499    89.35709
  1209   0.0170171   23.542370    89.37415
  1210   0.0170168   23.542241    89.39121
  1211   0.0170164   23.542112    89.40827
  1212   0.0170160   23.541983    89.42532
  1213   0.0170156   23.541854    89.44238
  1214   0.0170152   23.541725    89.45944
  1215   0.0170148   23.541596    89.47649
  1216   0.0170144   23.541467    89.49355
  1217   0.0170140   23.541338    89.51061
  1218   0.0170137   23.541209    89.52767
  1219   0.0170133   23.541080    89.54473
  1220   0.0170129   23.540950    89.56178
  1221   0.0170125   23.540821    89.57884
  1222   0.0170121   23.540692    89.59590
  1223   0.0170117   23.540563    89.61296
  1224   0.0170113   23.540434    89.63002
  1225   0.0170110   23.540305    89.64707
  1226   0.0170106   23.540176    89.66413
  1227   0.0170102   23.540047    89.68119
  1228   0.0170098   23.539918    89.69825
  1229   0.0170094   23.539789    89.71531
  1230   0.0170090   23.539660    89.73237
  1231   0.0170086   23.539531    89.74943
  1232   0.0170082   23.539402    89.76649
  1233   0.0170079   23.539273    89.78354
  1234   0.0170075   23.539144    89.80060
  1235   0.0170071   23.539015    89.81766
  1236   0.0170067   23.538886    89.83472
  1237   0.0170063   23.538757    89.85178
  1238   0.0170059   23.538628    89.86884
  1239   0.0170055   23.538498    89.88590
  1240   0.0170051   23.538369    89.90296
  1241   0.0170048   23.538240    89.92002
  1242   0.0170044   23.538111    89.93708
  1243   0.0170040   23.537982    89.95414
  1244   0.0170036   23.537853    89.97120
  1245   0.0170032   23.537724    89.98826
  1246   0.0170028   23.537595    90.00532
  1247   0.0170024   23.537466    90.02238
  1248   0.0170020   23.537337    90.03944
  1249   0.0170017   23.537208    90.05650
  1250   0.0170013   23.537078    90.07356
  1251   0.0170009   23.536949    90.09062
  1252   0.0170005   23.536820    90.10769
  1253   0.0170001   23.536691    90.12475
  1254   0.0169997   23.536562    90.14181
  1255   0.0169993   23.536433    90.15887
  1256   0.0169989   23.536304    90.17593
  1257   0.0169986   23.536175    90.19299
  1258   0.0169982   23.536046    90.21005
  1259   0.0169978   23.535916    90.22711
  1260   0.0169974   23.535787    90.24418
  1261   0.0169970   23.535658    90.26124
  1262   0.0169966   23.535529    90.27830
  1263   0.0169962   23.535400    90.29536
  1264   0.0169958   23.535271    90.31242
  1265   0.0169955   23.535142    90.32948
  1266   0.0169951   23.535012    90.34655
  1267   0.0169947   23.534883    90.36361
  1268   0.0169943   23.534754    90.38067
  1269   0.0169939   23.534625    90.39773
  1270   0.0169935   23.534496    90.41480
  1271   0.0169931   23.534367    90.43186
  1272   0.0169927   23.534238    90.44892
  1273   0.0169924   23.534108    90.46599
  1274   0.0169920   23.533979    90.48305
  1275   0.0169916   23.533850    90.50011
  1276   0.0169912   23.533721    90.51717
  1277   0.0169908   23.533592    90.53424
  1278   0.0169904   23.533463    90.55130
  1279   0.0169900   23.533333    90.56836
  1280   0.0169896   23.533204    90.58543
  1281   0.0169893   23.533075    90.60249
  1282   0.0169889   23.532946    90.61955
  1283   0.0169885   23.532817    90.63662
  1284   0.0169881   23.532687    90.65368
  1285   0.0169877   23.532558    90.67075
  1286   0.0169873   23.532429    90.68781
  1287   0.0169869   23.532300    90.70487
  1288   0.0169865   23.532171    90.72194
  1289   0.0169861   23.532041    90.73900
  1290   0.0169858   23.531912    90.75607
  1291   0.0169854   23.531783    90.77313
  1292   0.0169850   23.531654    90.79020
  1293   0.0169846   23.531525    90.80726
  1294   0.0169842   23.531395    90.82433
  1295   0.0169838   23.531266    90.84139
  1296   0.0169834   23.531137    90.85846
  1297   0.0169830   23.531008    90.87552
  1298   0.0169826   23.530879    90.89259
  1299   0.0169823   23.530749    90.90965
  1300   0.0169819   23.530620    90.92672
  1301   0.0169815   23.530491    90.94378
  1302   0.0169811   23.530362    90.96085
  1303   0.0169807   23.530232    90.97791
  1304   0.0169803   23.530103    90.99498
  1305   0.0169799   23.529974    91.01205
  1306   0.0169795   23.529845    91.02911
  1307   0.0169791   23.529715    91.04618
  1308   0.0169788   23.529586    91.06324
  1309   0.0169784   23.529457    91.08031
  1310   0.0169780   23.529328    91.09738
  1311   0.0169776   23.529198    91.11444
  1312   0.0169772   23.529069    91.13151
  1313   0.0169768   23.528940    91.14858
  1314   0.0169764   23.528811    91.16564
  1315   0.0169760   23.528681    91.18271
  1316   0.0169756   23.528552    91.19978
  1317   0.0169753   23.528423    91.21684
  1318   0.0169749   23.528294    91.23391
  1319   0.0169745   23.528164    91.25098
  1320   0.0169741   23.528035    91.26804
  1321   0.0169737   23.527906    91.28511
  1322   0.0169733   23.527776    91.30218
  1323   0.0169729   23.527647    91.31925
  1324   0.0169725   23.527518    91.33631
  1325   0.0169721   23.527389    91.35338
  1326   0.0169718   23.527259    91.37045
  1327   0.0169714   23.527130    91.38752
  1328   0.0169710   23.527001    91.40459
  1329   0.0169706   23.526871    91.42165
  1330   0.0169702   23.526742    91.43872
  1331   0.0169698   23.526613    91.45579
  1332   0.0169694   23.526484    91.47286
  1333   0.0169690   23.526354    91.48993
  1334   0.0169686   23.526225    91.50700
  1335   0.0169682   23.526096    91.52406
  1336   0.0169679   23.525966    91.54113
  1337   0.0169675   23.525837    91.55820
  1338   0.0169671   23.525708    91.57527
  1339   0.0169667   23.525578    91.59234
  1340   0.0169663   23.525449    91.60941
  1341   0.0169659   23.525320    91.62648
  1342   0.0169655   23.525190    91.64355
  1343   0.0169651   23.525061    91.66062
  1344   0.0169647   23.524932    91.67769
