Orbital parameters for the last 2000 years to 2100 AD (Berger, 1978)
(Slightly higher precision than the calculation in the reference)

This file is available on
	https://pmip3.lsce.ipsl.fr/wiki/doku.php/pmip3:design:lm:index

Year   = Common Era (CE or AD)
ECCEN  = eccentricity of orbital ellipse
OBLIQ  = latitude of Tropic of Cancer in degrees
PERI   = longitude of perihelion 

       = spatial angle from vernal equinox to perihelion in degrees
         with sun as angle vertex

Note that for the period 0-2100 CE, the changes in orbital parameters
are well approximated by linear regressions:

ECCEN    = 0.017475 - 0.000000382 * Year
OBLIQ    = 23.697   - 0.000128    * Year
PERI-180 = 68.79    + 0.0170      * Year

  Year    ECCEN       OBLIQ       PERI-180
  1345   0.0169644   23.524802    91.69476
  1346   0.0169640   23.524673    91.71182
  1347   0.0169636   23.524544    91.72889
  1348   0.0169632   23.524414    91.74596
  1349   0.0169628   23.524285    91.76303
  1350   0.0169624   23.524156    91.78010
  1351   0.0169620   23.524026    91.79717
  1352   0.0169616   23.523897    91.81424
  1353   0.0169612   23.523768    91.83132
  1354   0.0169608   23.523638    91.84839
  1355   0.0169605   23.523509    91.86546
  1356   0.0169601   23.523380    91.88253
  1357   0.0169597   23.523250    91.89960
  1358   0.0169593   23.523121    91.91667
  1359   0.0169589   23.522991    91.93374
  1360   0.0169585   23.522862    91.95081
  1361   0.0169581   23.522733    91.96788
  1362   0.0169577   23.522603    91.98495
  1363   0.0169573   23.522474    92.00202
  1364   0.0169569   23.522345    92.01909
  1365   0.0169565   23.522215    92.03617
  1366   0.0169562   23.522086    92.05324
  1367   0.0169558   23.521956    92.07031
  1368   0.0169554   23.521827    92.08738
  1369   0.0169550   23.521698    92.10445
  1370   0.0169546   23.521568    92.12152
  1371   0.0169542   23.521439    92.13860
  1372   0.0169538   23.521310    92.15567
  1373   0.0169534   23.521180    92.17274
  1374   0.0169530   23.521051    92.18981
  1375   0.0169526   23.520921    92.20689
  1376   0.0169523   23.520792    92.22396
  1377   0.0169519   23.520663    92.24103
  1378   0.0169515   23.520533    92.25810
  1379   0.0169511   23.520404    92.27518
  1380   0.0169507   23.520274    92.29225
  1381   0.0169503   23.520145    92.30932
  1382   0.0169499   23.520016    92.32639
  1383   0.0169495   23.519886    92.34347
  1384   0.0169491   23.519757    92.36054
  1385   0.0169487   23.519627    92.37761
  1386   0.0169483   23.519498    92.39469
  1387   0.0169480   23.519368    92.41176
  1388   0.0169476   23.519239    92.42884
  1389   0.0169472   23.519110    92.44591
  1390   0.0169468   23.518980    92.46298
  1391   0.0169464   23.518851    92.48006
  1392   0.0169460   23.518721    92.49713
  1393   0.0169456   23.518592    92.51420
  1394   0.0169452   23.518462    92.53128
  1395   0.0169448   23.518333    92.54835
  1396   0.0169444   23.518204    92.56543
  1397   0.0169440   23.518074    92.58250
  1398   0.0169437   23.517945    92.59958
  1399   0.0169433   23.517815    92.61665
  1400   0.0169429   23.517686    92.63373
  1401   0.0169425   23.517556    92.65080
  1402   0.0169421   23.517427    92.66788
  1403   0.0169417   23.517297    92.68495
  1404   0.0169413   23.517168    92.70203
  1405   0.0169409   23.517038    92.71910
  1406   0.0169405   23.516909    92.73618
  1407   0.0169401   23.516780    92.75325
  1408   0.0169397   23.516650    92.77033
  1409   0.0169393   23.516521    92.78740
  1410   0.0169390   23.516391    92.80448
  1411   0.0169386   23.516262    92.82155
  1412   0.0169382   23.516132    92.83863
  1413   0.0169378   23.516003    92.85571
  1414   0.0169374   23.515873    92.87278
  1415   0.0169370   23.515744    92.88986
  1416   0.0169366   23.515614    92.90693
  1417   0.0169362   23.515485    92.92401
  1418   0.0169358   23.515355    92.94109
  1419   0.0169354   23.515226    92.95816
  1420   0.0169350   23.515096    92.97524
  1421   0.0169346   23.514967    92.99232
  1422   0.0169343   23.514837    93.00939
  1423   0.0169339   23.514708    93.02647
  1424   0.0169335   23.514578    93.04355
  1425   0.0169331   23.514449    93.06062
  1426   0.0169327   23.514319    93.07770
  1427   0.0169323   23.514190    93.09478
  1428   0.0169319   23.514060    93.11186
  1429   0.0169315   23.513931    93.12893
  1430   0.0169311   23.513801    93.14601
  1431   0.0169307   23.513672    93.16309
  1432   0.0169303   23.513542    93.18017
  1433   0.0169299   23.513413    93.19724
  1434   0.0169296   23.513283    93.21432
  1435   0.0169292   23.513154    93.23140
  1436   0.0169288   23.513024    93.24848
  1437   0.0169284   23.512895    93.26556
  1438   0.0169280   23.512765    93.28263
  1439   0.0169276   23.512636    93.29971
  1440   0.0169272   23.512506    93.31679
  1441   0.0169268   23.512377    93.33387
  1442   0.0169264   23.512247    93.35095
  1443   0.0169260   23.512117    93.36803
  1444   0.0169256   23.511988    93.38511
  1445   0.0169252   23.511858    93.40218
  1446   0.0169248   23.511729    93.41926
  1447   0.0169245   23.511599    93.43634
  1448   0.0169241   23.511470    93.45342
  1449   0.0169237   23.511340    93.47050
  1450   0.0169233   23.511211    93.48758
  1451   0.0169229   23.511081    93.50466
  1452   0.0169225   23.510952    93.52174
  1453   0.0169221   23.510822    93.53882
  1454   0.0169217   23.510692    93.55590
  1455   0.0169213   23.510563    93.57298
  1456   0.0169209   23.510433    93.59006
  1457   0.0169205   23.510304    93.60714
  1458   0.0169201   23.510174    93.62422
  1459   0.0169197   23.510045    93.64130
  1460   0.0169194   23.509915    93.65838
  1461   0.0169190   23.509786    93.67546
  1462   0.0169186   23.509656    93.69254
  1463   0.0169182   23.509526    93.70962
  1464   0.0169178   23.509397    93.72670
  1465   0.0169174   23.509267    93.74378
  1466   0.0169170   23.509138    93.76086
  1467   0.0169166   23.509008    93.77794
  1468   0.0169162   23.508879    93.79503
  1469   0.0169158   23.508749    93.81211
  1470   0.0169154   23.508619    93.82919
  1471   0.0169150   23.508490    93.84627
  1472   0.0169146   23.508360    93.86335
  1473   0.0169142   23.508231    93.88043
  1474   0.0169138   23.508101    93.89751
  1475   0.0169135   23.507971    93.91460
  1476   0.0169131   23.507842    93.93168
  1477   0.0169127   23.507712    93.94876
  1478   0.0169123   23.507583    93.96584
  1479   0.0169119   23.507453    93.98292
  1480   0.0169115   23.507323    94.00001
  1481   0.0169111   23.507194    94.01709
  1482   0.0169107   23.507064    94.03417
  1483   0.0169103   23.506935    94.05125
  1484   0.0169099   23.506805    94.06834
  1485   0.0169095   23.506675    94.08542
  1486   0.0169091   23.506546    94.10250
  1487   0.0169087   23.506416    94.11958
  1488   0.0169083   23.506286    94.13667
  1489   0.0169080   23.506157    94.15375
  1490   0.0169076   23.506027    94.17083
  1491   0.0169072   23.505898    94.18792
  1492   0.0169068   23.505768    94.20500
  1493   0.0169064   23.505638    94.22208
  1494   0.0169060   23.505509    94.23917
  1495   0.0169056   23.505379    94.25625
  1496   0.0169052   23.505249    94.27333
  1497   0.0169048   23.505120    94.29042
  1498   0.0169044   23.504990    94.30750
  1499   0.0169040   23.504861    94.32459
  1500   0.0169036   23.504731    94.34167
  1501   0.0169032   23.504601    94.35875
  1502   0.0169028   23.504472    94.37584
  1503   0.0169024   23.504342    94.39292
  1504   0.0169020   23.504212    94.41001
  1505   0.0169017   23.504083    94.42709
  1506   0.0169013   23.503953    94.44418
  1507   0.0169009   23.503823    94.46126
  1508   0.0169005   23.503694    94.47835
  1509   0.0169001   23.503564    94.49543
  1510   0.0168997   23.503434    94.51252
  1511   0.0168993   23.503305    94.52960
  1512   0.0168989   23.503175    94.54669
  1513   0.0168985   23.503045    94.56377
  1514   0.0168981   23.502916    94.58086
  1515   0.0168977   23.502786    94.59794
  1516   0.0168973   23.502657    94.61503
  1517   0.0168969   23.502527    94.63211
  1518   0.0168965   23.502397    94.64920
  1519   0.0168961   23.502268    94.66628
  1520   0.0168957   23.502138    94.68337
  1521   0.0168953   23.502008    94.70046
  1522   0.0168950   23.501878    94.71754
  1523   0.0168946   23.501749    94.73463
  1524   0.0168942   23.501619    94.75172
  1525   0.0168938   23.501489    94.76880
  1526   0.0168934   23.501360    94.78589
  1527   0.0168930   23.501230    94.80298
  1528   0.0168926   23.501100    94.82006
  1529   0.0168922   23.500971    94.83715
  1530   0.0168918   23.500841    94.85424
  1531   0.0168914   23.500711    94.87132
  1532   0.0168910   23.500582    94.88841
  1533   0.0168906   23.500452    94.90550
  1534   0.0168902   23.500322    94.92258
  1535   0.0168898   23.500193    94.93967
  1536   0.0168894   23.500063    94.95676
  1537   0.0168890   23.499933    94.97385
  1538   0.0168886   23.499803    94.99093
  1539   0.0168882   23.499674    95.00802
  1540   0.0168879   23.499544    95.02511
  1541   0.0168875   23.499414    95.04220
  1542   0.0168871   23.499285    95.05929
  1543   0.0168867   23.499155    95.07637
  1544   0.0168863   23.499025    95.09346
  1545   0.0168859   23.498896    95.11055
  1546   0.0168855   23.498766    95.12764
  1547   0.0168851   23.498636    95.14473
  1548   0.0168847   23.498506    95.16182
  1549   0.0168843   23.498377    95.17890
  1550   0.0168839   23.498247    95.19599
  1551   0.0168835   23.498117    95.21308
  1552   0.0168831   23.497987    95.23017
  1553   0.0168827   23.497858    95.24726
  1554   0.0168823   23.497728    95.26435
  1555   0.0168819   23.497598    95.28144
  1556   0.0168815   23.497469    95.29853
  1557   0.0168811   23.497339    95.31562
  1558   0.0168807   23.497209    95.33271
  1559   0.0168803   23.497079    95.34980
  1560   0.0168800   23.496950    95.36689
  1561   0.0168796   23.496820    95.38398
  1562   0.0168792   23.496690    95.40107
  1563   0.0168788   23.496560    95.41816
  1564   0.0168784   23.496431    95.43525
  1565   0.0168780   23.496301    95.45234
  1566   0.0168776   23.496171    95.46943
  1567   0.0168772   23.496041    95.48652
  1568   0.0168768   23.495912    95.50361
  1569   0.0168764   23.495782    95.52070
  1570   0.0168760   23.495652    95.53779
  1571   0.0168756   23.495522    95.55488
  1572   0.0168752   23.495393    95.57197
  1573   0.0168748   23.495263    95.58906
  1574   0.0168744   23.495133    95.60615
  1575   0.0168740   23.495003    95.62324
  1576   0.0168736   23.494874    95.64033
  1577   0.0168732   23.494744    95.65743
  1578   0.0168728   23.494614    95.67452
  1579   0.0168724   23.494484    95.69161
  1580   0.0168720   23.494355    95.70870
  1581   0.0168716   23.494225    95.72579
  1582   0.0168713   23.494095    95.74288
  1583   0.0168709   23.493965    95.75998
  1584   0.0168705   23.493836    95.77707
  1585   0.0168701   23.493706    95.79416
  1586   0.0168697   23.493576    95.81125
  1587   0.0168693   23.493446    95.82834
  1588   0.0168689   23.493316    95.84544
  1589   0.0168685   23.493187    95.86253
  1590   0.0168681   23.493057    95.87962
  1591   0.0168677   23.492927    95.89671
  1592   0.0168673   23.492797    95.91381
  1593   0.0168669   23.492668    95.93090
  1594   0.0168665   23.492538    95.94799
  1595   0.0168661   23.492408    95.96509
  1596   0.0168657   23.492278    95.98218
  1597   0.0168653   23.492148    95.99927
  1598   0.0168649   23.492019    96.01636
  1599   0.0168645   23.491889    96.03346
  1600   0.0168641   23.491759    96.05055
  1601   0.0168637   23.491629    96.06765
  1602   0.0168633   23.491499    96.08474
  1603   0.0168629   23.491370    96.10183
  1604   0.0168625   23.491240    96.11893
  1605   0.0168621   23.491110    96.13602
  1606   0.0168617   23.490980    96.15311
  1607   0.0168613   23.490850    96.17021
  1608   0.0168610   23.490721    96.18730
  1609   0.0168606   23.490591    96.20440
  1610   0.0168602   23.490461    96.22149
  1611   0.0168598   23.490331    96.23859
  1612   0.0168594   23.490201    96.25568
  1613   0.0168590   23.490072    96.27278
  1614   0.0168586   23.489942    96.28987
  1615   0.0168582   23.489812    96.30696
  1616   0.0168578   23.489682    96.32406
  1617   0.0168574   23.489552    96.34115
  1618   0.0168570   23.489423    96.35825
  1619   0.0168566   23.489293    96.37535
  1620   0.0168562   23.489163    96.39244
  1621   0.0168558   23.489033    96.40954
  1622   0.0168554   23.488903    96.42663
  1623   0.0168550   23.488773    96.44373
  1624   0.0168546   23.488644    96.46082
  1625   0.0168542   23.488514    96.47792
  1626   0.0168538   23.488384    96.49501
  1627   0.0168534   23.488254    96.51211
  1628   0.0168530   23.488124    96.52921
  1629   0.0168526   23.487994    96.54630
  1630   0.0168522   23.487865    96.56340
  1631   0.0168518   23.487735    96.58050
  1632   0.0168514   23.487605    96.59759
  1633   0.0168510   23.487475    96.61469
  1634   0.0168506   23.487345    96.63179
  1635   0.0168502   23.487215    96.64888
  1636   0.0168498   23.487086    96.66598
  1637   0.0168494   23.486956    96.68308
  1638   0.0168490   23.486826    96.70017
  1639   0.0168487   23.486696    96.71727
  1640   0.0168483   23.486566    96.73437
  1641   0.0168479   23.486436    96.75146
  1642   0.0168475   23.486307    96.76856
  1643   0.0168471   23.486177    96.78566
  1644   0.0168467   23.486047    96.80276
  1645   0.0168463   23.485917    96.81985
  1646   0.0168459   23.485787    96.83695
  1647   0.0168455   23.485657    96.85405
  1648   0.0168451   23.485527    96.87115
  1649   0.0168447   23.485398    96.88825
  1650   0.0168443   23.485268    96.90534
  1651   0.0168439   23.485138    96.92244
  1652   0.0168435   23.485008    96.93954
  1653   0.0168431   23.484878    96.95664
  1654   0.0168427   23.484748    96.97374
  1655   0.0168423   23.484618    96.99084
  1656   0.0168419   23.484489    97.00794
  1657   0.0168415   23.484359    97.02503
  1658   0.0168411   23.484229    97.04213
  1659   0.0168407   23.484099    97.05923
  1660   0.0168403   23.483969    97.07633
  1661   0.0168399   23.483839    97.09343
  1662   0.0168395   23.483709    97.11053
  1663   0.0168391   23.483579    97.12763
  1664   0.0168387   23.483450    97.14473
  1665   0.0168383   23.483320    97.16183
  1666   0.0168379   23.483190    97.17893
  1667   0.0168375   23.483060    97.19603
  1668   0.0168371   23.482930    97.21313
  1669   0.0168367   23.482800    97.23023
  1670   0.0168363   23.482670    97.24733
  1671   0.0168359   23.482540    97.26443
  1672   0.0168355   23.482411    97.28153
  1673   0.0168351   23.482281    97.29863
  1674   0.0168347   23.482151    97.31573
  1675   0.0168343   23.482021    97.33283
  1676   0.0168339   23.481891    97.34993
  1677   0.0168335   23.481761    97.36703
  1678   0.0168331   23.481631    97.38413
  1679   0.0168327   23.481501    97.40123
  1680   0.0168323   23.481371    97.41833
  1681   0.0168319   23.481242    97.43543
  1682   0.0168315   23.481112    97.45254
  1683   0.0168312   23.480982    97.46964
  1684   0.0168308   23.480852    97.48674
  1685   0.0168304   23.480722    97.50384
  1686   0.0168300   23.480592    97.52094
  1687   0.0168296   23.480462    97.53804
  1688   0.0168292   23.480332    97.55514
  1689   0.0168288   23.480202    97.57225
  1690   0.0168284   23.480072    97.58935
  1691   0.0168280   23.479943    97.60645
  1692   0.0168276   23.479813    97.62355
  1693   0.0168272   23.479683    97.64066
  1694   0.0168268   23.479553    97.65776
  1695   0.0168264   23.479423    97.67486
  1696   0.0168260   23.479293    97.69196
  1697   0.0168256   23.479163    97.70906
  1698   0.0168252   23.479033    97.72617
  1699   0.0168248   23.478903    97.74327
  1700   0.0168244   23.478773    97.76037
  1701   0.0168240   23.478643    97.77748
  1702   0.0168236   23.478514    97.79458
  1703   0.0168232   23.478384    97.81168
  1704   0.0168228   23.478254    97.82879
  1705   0.0168224   23.478124    97.84589
  1706   0.0168220   23.477994    97.86299
  1707   0.0168216   23.477864    97.88010
  1708   0.0168212   23.477734    97.89720
  1709   0.0168208   23.477604    97.91430
  1710   0.0168204   23.477474    97.93141
  1711   0.0168200   23.477344    97.94851
  1712   0.0168196   23.477214    97.96562
  1713   0.0168192   23.477084    97.98272
  1714   0.0168188   23.476955    97.99982
  1715   0.0168184   23.476825    98.01693
  1716   0.0168180   23.476695    98.03403
  1717   0.0168176   23.476565    98.05114
  1718   0.0168172   23.476435    98.06824
  1719   0.0168168   23.476305    98.08535
  1720   0.0168164   23.476175    98.10245
  1721   0.0168160   23.476045    98.11956
  1722   0.0168156   23.475915    98.13666
  1723   0.0168152   23.475785    98.15377
  1724   0.0168148   23.475655    98.17087
  1725   0.0168144   23.475525    98.18798
  1726   0.0168140   23.475395    98.20508
  1727   0.0168136   23.475265    98.22219
  1728   0.0168132   23.475135    98.23929
  1729   0.0168128   23.475005    98.25640
  1730   0.0168124   23.474876    98.27350
  1731   0.0168120   23.474746    98.29061
  1732   0.0168116   23.474616    98.30771
  1733   0.0168112   23.474486    98.32482
  1734   0.0168108   23.474356    98.34193
  1735   0.0168104   23.474226    98.35903
  1736   0.0168100   23.474096    98.37614
  1737   0.0168096   23.473966    98.39325
  1738   0.0168092   23.473836    98.41035
  1739   0.0168088   23.473706    98.42746
  1740   0.0168084   23.473576    98.44457
  1741   0.0168080   23.473446    98.46167
  1742   0.0168076   23.473316    98.47878
  1743   0.0168072   23.473186    98.49589
  1744   0.0168068   23.473056    98.51299
  1745   0.0168064   23.472926    98.53010
  1746   0.0168060   23.472796    98.54721
  1747   0.0168056   23.472666    98.56431
  1748   0.0168052   23.472536    98.58142
  1749   0.0168048   23.472406    98.59853
  1750   0.0168044   23.472276    98.61564
  1751   0.0168040   23.472147    98.63274
  1752   0.0168036   23.472017    98.64985
  1753   0.0168032   23.471887    98.66696
  1754   0.0168028   23.471757    98.68407
  1755   0.0168024   23.471627    98.70118
  1756   0.0168020   23.471497    98.71828
  1757   0.0168016   23.471367    98.73539
  1758   0.0168012   23.471237    98.75250
  1759   0.0168008   23.471107    98.76961
  1760   0.0168004   23.470977    98.78672
  1761   0.0168000   23.470847    98.80383
  1762   0.0167996   23.470717    98.82094
  1763   0.0167992   23.470587    98.83804
  1764   0.0167988   23.470457    98.85515
  1765   0.0167984   23.470327    98.87226
  1766   0.0167980   23.470197    98.88937
  1767   0.0167976   23.470067    98.90648
  1768   0.0167972   23.469937    98.92359
  1769   0.0167968   23.469807    98.94070
  1770   0.0167964   23.469677    98.95781
  1771   0.0167960   23.469547    98.97492
  1772   0.0167956   23.469417    98.99203
  1773   0.0167952   23.469287    99.00914
  1774   0.0167948   23.469157    99.02625
  1775   0.0167944   23.469027    99.04336
  1776   0.0167940   23.468897    99.06047
  1777   0.0167936   23.468767    99.07758
  1778   0.0167932   23.468637    99.09469
  1779   0.0167928   23.468507    99.11180
  1780   0.0167924   23.468377    99.12891
  1781   0.0167920   23.468247    99.14602
  1782   0.0167916   23.468117    99.16313
  1783   0.0167912   23.467987    99.18024
  1784   0.0167908   23.467857    99.19735
  1785   0.0167904   23.467727    99.21446
  1786   0.0167900   23.467597    99.23157
  1787   0.0167896   23.467467    99.24868
  1788   0.0167892   23.467337    99.26580
  1789   0.0167888   23.467207    99.28291
  1790   0.0167884   23.467077    99.30002
  1791   0.0167880   23.466947    99.31713
  1792   0.0167876   23.466817    99.33424
  1793   0.0167872   23.466687    99.35135
  1794   0.0167868   23.466557    99.36846
  1795   0.0167864   23.466427    99.38558
  1796   0.0167860   23.466297    99.40269
  1797   0.0167856   23.466167    99.41980
  1798   0.0167852   23.466037    99.43691
  1799   0.0167848   23.465907    99.45402
  1800   0.0167844   23.465777    99.47114
  1801   0.0167840   23.465647    99.48825
  1802   0.0167836   23.465517    99.50536
  1803   0.0167832   23.465387    99.52247
  1804   0.0167828   23.465257    99.53959
  1805   0.0167824   23.465127    99.55670
  1806   0.0167820   23.464997    99.57381
  1807   0.0167816   23.464867    99.59093
  1808   0.0167812   23.464737    99.60804
  1809   0.0167808   23.464607    99.62515
  1810   0.0167804   23.464477    99.64226
  1811   0.0167800   23.464347    99.65938
  1812   0.0167796   23.464217    99.67649
  1813   0.0167792   23.464087    99.69360
  1814   0.0167788   23.463957    99.71072
  1815   0.0167784   23.463827    99.72783
  1816   0.0167780   23.463697    99.74495
  1817   0.0167776   23.463567    99.76206
  1818   0.0167772   23.463437    99.77917
  1819   0.0167768   23.463307    99.79629
  1820   0.0167764   23.463177    99.81340
  1821   0.0167760   23.463047    99.83052
  1822   0.0167756   23.462917    99.84763
  1823   0.0167752   23.462787    99.86475
  1824   0.0167747   23.462657    99.88186
  1825   0.0167743   23.462527    99.89897
  1826   0.0167739   23.462397    99.91609
  1827   0.0167735   23.462267    99.93320
  1828   0.0167731   23.462137    99.95032
  1829   0.0167727   23.462007    99.96743
  1830   0.0167723   23.461877    99.98455
  1831   0.0167719   23.461747   100.00166
  1832   0.0167715   23.461617   100.01878
  1833   0.0167711   23.461487   100.03590
  1834   0.0167707   23.461357   100.05301
  1835   0.0167703   23.461227   100.07013
  1836   0.0167699   23.461097   100.08724
  1837   0.0167695   23.460967   100.10436
  1838   0.0167691   23.460837   100.12147
  1839   0.0167687   23.460707   100.13859
  1840   0.0167683   23.460577   100.15571
  1841   0.0167679   23.460447   100.17282
  1842   0.0167675   23.460317   100.18994
  1843   0.0167671   23.460187   100.20705
  1844   0.0167667   23.460057   100.22417
  1845   0.0167663   23.459927   100.24129
  1846   0.0167659   23.459797   100.25840
  1847   0.0167655   23.459667   100.27552
  1848   0.0167651   23.459537   100.29264
  1849   0.0167647   23.459407   100.30975
  1850   0.0167643   23.459277   100.32687
  1851   0.0167639   23.459147   100.34399
  1852   0.0167635   23.459016   100.36111
  1853   0.0167631   23.458886   100.37822
  1854   0.0167627   23.458756   100.39534
  1855   0.0167623   23.458626   100.41246
  1856   0.0167619   23.458496   100.42958
  1857   0.0167615   23.458366   100.44669
  1858   0.0167611   23.458236   100.46381
  1859   0.0167607   23.458106   100.48093
  1860   0.0167603   23.457976   100.49805
  1861   0.0167599   23.457846   100.51516
  1862   0.0167595   23.457716   100.53228
  1863   0.0167591   23.457586   100.54940
  1864   0.0167587   23.457456   100.56652
  1865   0.0167583   23.457326   100.58364
  1866   0.0167579   23.457196   100.60076
  1867   0.0167575   23.457066   100.61788
  1868   0.0167570   23.456936   100.63499
  1869   0.0167566   23.456806   100.65211
  1870   0.0167562   23.456676   100.66923
  1871   0.0167558   23.456546   100.68635
  1872   0.0167554   23.456416   100.70347
  1873   0.0167550   23.456286   100.72059
  1874   0.0167546   23.456156   100.73771
  1875   0.0167542   23.456026   100.75483
  1876   0.0167538   23.455896   100.77195
  1877   0.0167534   23.455766   100.78907
  1878   0.0167530   23.455635   100.80619
  1879   0.0167526   23.455505   100.82331
  1880   0.0167522   23.455375   100.84043
  1881   0.0167518   23.455245   100.85755
  1882   0.0167514   23.455115   100.87467
  1883   0.0167510   23.454985   100.89179
  1884   0.0167506   23.454855   100.90891
  1885   0.0167502   23.454725   100.92603
  1886   0.0167498   23.454595   100.94315
  1887   0.0167494   23.454465   100.96027
  1888   0.0167490   23.454335   100.97739
  1889   0.0167486   23.454205   100.99451
  1890   0.0167482   23.454075   101.01163
  1891   0.0167478   23.453945   101.02875
  1892   0.0167474   23.453815   101.04587
  1893   0.0167470   23.453685   101.06299
  1894   0.0167466   23.453555   101.08011
  1895   0.0167462   23.453425   101.09723
  1896   0.0167458   23.453295   101.11436
  1897   0.0167454   23.453165   101.13148
  1898   0.0167450   23.453034   101.14860
  1899   0.0167445   23.452904   101.16572
  1900   0.0167441   23.452774   101.18284
  1901   0.0167437   23.452644   101.19996
  1902   0.0167433   23.452514   101.21709
  1903   0.0167429   23.452384   101.23421
  1904   0.0167425   23.452254   101.25133
  1905   0.0167421   23.452124   101.26845
  1906   0.0167417   23.451994   101.28557
  1907   0.0167413   23.451864   101.30270
  1908   0.0167409   23.451734   101.31982
  1909   0.0167405   23.451604   101.33694
  1910   0.0167401   23.451474   101.35406
  1911   0.0167397   23.451344   101.37119
  1912   0.0167393   23.451214   101.38831
  1913   0.0167389   23.451084   101.40543
  1914   0.0167385   23.450954   101.42256
  1915   0.0167381   23.450824   101.43968
  1916   0.0167377   23.450693   101.45680
  1917   0.0167373   23.450563   101.47393
  1918   0.0167369   23.450433   101.49105
  1919   0.0167365   23.450303   101.50817
  1920   0.0167361   23.450173   101.52530
  1921   0.0167357   23.450043   101.54242
  1922   0.0167353   23.449913   101.55954
  1923   0.0167349   23.449783   101.57667
  1924   0.0167345   23.449653   101.59379
  1925   0.0167340   23.449523   101.61092
  1926   0.0167336   23.449393   101.62804
  1927   0.0167332   23.449263   101.64516
  1928   0.0167328   23.449133   101.66229
  1929   0.0167324   23.449003   101.67941
  1930   0.0167320   23.448873   101.69654
  1931   0.0167316   23.448743   101.71366
  1932   0.0167312   23.448612   101.73079
  1933   0.0167308   23.448482   101.74791
  1934   0.0167304   23.448352   101.76504
  1935   0.0167300   23.448222   101.78216
  1936   0.0167296   23.448092   101.79929
  1937   0.0167292   23.447962   101.81641
  1938   0.0167288   23.447832   101.83354
  1939   0.0167284   23.447702   101.85066
  1940   0.0167280   23.447572   101.86779
  1941   0.0167276   23.447442   101.88491
  1942   0.0167272   23.447312   101.90204
  1943   0.0167268   23.447182   101.91917
  1944   0.0167264   23.447052   101.93629
  1945   0.0167260   23.446922   101.95342
  1946   0.0167256   23.446792   101.97054
  1947   0.0167251   23.446661   101.98767
  1948   0.0167247   23.446531   102.00480
  1949   0.0167243   23.446401   102.02192
  1950   0.0167239   23.446271   102.03905
  1951   0.0167235   23.446141   102.05618
  1952   0.0167231   23.446011   102.07330
  1953   0.0167227   23.445881   102.09043
  1954   0.0167223   23.445751   102.10756
  1955   0.0167219   23.445621   102.12468
  1956   0.0167215   23.445491   102.14181
  1957   0.0167211   23.445361   102.15894
  1958   0.0167207   23.445231   102.17606
  1959   0.0167203   23.445101   102.19319
  1960   0.0167199   23.444971   102.21032
  1961   0.0167195   23.444841   102.22745
  1962   0.0167191   23.444710   102.24457
  1963   0.0167187   23.444580   102.26170
  1964   0.0167183   23.444450   102.27883
  1965   0.0167179   23.444320   102.29596
  1966   0.0167175   23.444190   102.31309
  1967   0.0167170   23.444060   102.33021
  1968   0.0167166   23.443930   102.34734
  1969   0.0167162   23.443800   102.36447
  1970   0.0167158   23.443670   102.38160
  1971   0.0167154   23.443540   102.39873
  1972   0.0167150   23.443410   102.41586
  1973   0.0167146   23.443280   102.43298
  1974   0.0167142   23.443150   102.45011
  1975   0.0167138   23.443020   102.46724
  1976   0.0167134   23.442889   102.48437
  1977   0.0167130   23.442759   102.50150
  1978   0.0167126   23.442629   102.51863
  1979   0.0167122   23.442499   102.53576
  1980   0.0167118   23.442369   102.55289
  1981   0.0167114   23.442239   102.57002
  1982   0.0167110   23.442109   102.58715
  1983   0.0167106   23.441979   102.60428
  1984   0.0167102   23.441849   102.62141
  1985   0.0167097   23.441719   102.63854
  1986   0.0167093   23.441589   102.65566
  1987   0.0167089   23.441459   102.67279
  1988   0.0167085   23.441329   102.68992
  1989   0.0167081   23.441199   102.70706
  1990   0.0167077   23.441068   102.72419
  1991   0.0167073   23.440938   102.74132
  1992   0.0167069   23.440808   102.75845
  1993   0.0167065   23.440678   102.77558
  1994   0.0167061   23.440548   102.79271
  1995   0.0167057   23.440418   102.80984
  1996   0.0167053   23.440288   102.82697
  1997   0.0167049   23.440158   102.84410
  1998   0.0167045   23.440028   102.86123
  1999   0.0167041   23.439898   102.87836
  2000   0.0167037   23.439768   102.89549
  2001   0.0167033   23.439638   102.91262
  2002   0.0167028   23.439508   102.92976
  2003   0.0167024   23.439377   102.94689
  2004   0.0167020   23.439247   102.96402
  2005   0.0167016   23.439117   102.98115
  2006   0.0167012   23.438987   102.99828
  2007   0.0167008   23.438857   103.01541
  2008   0.0167004   23.438727   103.03255
  2009   0.0167000   23.438597   103.04968
  2010   0.0166996   23.438467   103.06681
  2011   0.0166992   23.438337   103.08394
  2012   0.0166988   23.438207   103.10107
  2013   0.0166984   23.438077   103.11821
  2014   0.0166980   23.437947   103.13534
  2015   0.0166976   23.437817   103.15247
  2016   0.0166972   23.437687   103.16960
  2017   0.0166968   23.437556   103.18674
  2018   0.0166963   23.437426   103.20387
  2019   0.0166959   23.437296   103.22100
  2020   0.0166955   23.437166   103.23814
  2021   0.0166951   23.437036   103.25527
  2022   0.0166947   23.436906   103.27240
  2023   0.0166943   23.436776   103.28954
  2024   0.0166939   23.436646   103.30667
  2025   0.0166935   23.436516   103.32380
  2026   0.0166931   23.436386   103.34094
